Analyzed file:	C:\Users\Medivh\Desktop\mega3.mp4
 Coordinate: [102 x 204 from (496, 107)]
Frame ¹	362 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [101 x 202 from (498, 108)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [101 x 202 from (498, 108)]
Frame ¹	363 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [94 x 188 from (505, 120)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [94 x 188 from (505, 120)]
Frame ¹	364 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [109 x 219 from (506, 95)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [109 x 219 from (506, 95)]
Frame ¹	365 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	366 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	367 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	368 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	369 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [78 x 156 from (516, -10)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [78 x 156 from (516, -10)]
Frame ¹	370 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [80 x 160 from (515, -10)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [80 x 160 from (515, -10)]
Frame ¹	371 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	372 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	373 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	374 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	375 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	376 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	377 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	378 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	379 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [107 x 215 from (534, 128)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [107 x 215 from (534, 128)]
Frame ¹	380 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [104 x 208 from (537, 137)]
+Object's ¹: 1
 Coordinate: [74 x 148 from (148, 185)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [104 x 208 from (537, 137)]
+Object's ¹: 1
 Coordinate: [74 x 148 from (148, 185)]
Frame ¹	381 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [104 x 209 from (538, 139)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [104 x 209 from (538, 139)]
Frame ¹	382 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	383 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	384 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	385 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	386 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [117 x 235 from (-12, 228)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [117 x 235 from (-12, 228)]
Frame ¹	387 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [110 x 220 from (-8, 237)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [110 x 220 from (-8, 237)]
Frame ¹	388 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [110 x 221 from (-9, 242)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [110 x 221 from (-9, 242)]
Frame ¹	389 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [109 x 218 from (543, 165)]
+Object's ¹: 1
 Coordinate: [105 x 209 from (-5, 250)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [109 x 218 from (543, 165)]
+Object's ¹: 1
 Coordinate: [105 x 209 from (-5, 250)]
Frame ¹	390 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [110 x 219 from (544, 165)]
+Object's ¹: 1
 Coordinate: [105 x 210 from (-7, 255)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [110 x 219 from (544, 165)]
+Object's ¹: 1
 Coordinate: [105 x 210 from (-7, 255)]
Frame ¹	391 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [106 x 212 from (547, 171)]
+Object's ¹: 1
 Coordinate: [104 x 207 from (-7, 257)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [106 x 212 from (547, 171)]
+Object's ¹: 1
 Coordinate: [104 x 207 from (-7, 257)]
Frame ¹	392 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [102 x 205 from (550, 182)]
+Object's ¹: 1
 Coordinate: [102 x 204 from (-7, 259)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [102 x 205 from (550, 182)]
+Object's ¹: 1
 Coordinate: [102 x 204 from (-7, 259)]
Frame ¹	393 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [101 x 202 from (-8, 264)]
+Object's ¹: 1
 Coordinate: [106 x 212 from (546, 181)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [101 x 202 from (-8, 264)]
+Object's ¹: 1
 Coordinate: [106 x 212 from (546, 181)]
Frame ¹	394 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [96 x 192 from (556, 193)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [96 x 192 from (556, 193)]
Frame ¹	395 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [105 x 211 from (-12, 269)]
+Object's ¹: 1
 Coordinate: [102 x 206 from (547, 185)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [105 x 211 from (-12, 269)]
+Object's ¹: 1
 Coordinate: [102 x 206 from (547, 185)]
Frame ¹	396 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [113 x 226 from (-22, 272)]
+Object's ¹: 1
 Coordinate: [105 x 211 from (544, 181)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [113 x 226 from (-22, 272)]
+Object's ¹: 1
 Coordinate: [105 x 211 from (544, 181)]
Frame ¹	397 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [104 x 209 from (547, 182)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [104 x 209 from (547, 182)]
Frame ¹	398 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [104 x 209 from (547, 182)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [104 x 209 from (547, 182)]
Frame ¹	399 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [103 x 205 from (550, 183)]
+Object's ¹: 1
 Coordinate: [78 x 156 from (573, 175)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [103 x 205 from (550, 183)]
+Object's ¹: 1
 Coordinate: [78 x 156 from (573, 175)]
Frame ¹	400 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	401 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [69 x 138 from (159, 133)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [69 x 138 from (159, 133)]
Frame ¹	402 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [69 x 138 from (159, 133)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [69 x 138 from (159, 133)]
Frame ¹	403 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [69 x 138 from (159, 133)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [69 x 138 from (159, 133)]
Frame ¹	404 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [73 x 146 from (157, 130)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [73 x 146 from (157, 130)]
Frame ¹	405 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	406 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [124 x 248 from (62, 224)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [124 x 248 from (62, 224)]
Frame ¹	407 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	408 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [115 x 230 from (62, 224)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [115 x 230 from (62, 224)]
Frame ¹	409 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [67 x 134 from (160, 118)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [67 x 134 from (160, 118)]
Frame ¹	410 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [71 x 141 from (159, 115)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [71 x 141 from (159, 115)]
Frame ¹	411 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [96 x 193 from (67, 227)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [96 x 193 from (67, 227)]
Frame ¹	412 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [96 x 192 from (71, 226)]
+Object's ¹: 1
 Coordinate: [67 x 134 from (160, 109)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [96 x 192 from (71, 226)]
+Object's ¹: 1
 Coordinate: [67 x 134 from (160, 109)]
Frame ¹	413 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [100 x 201 from (68, 220)]
+Object's ¹: 1
 Coordinate: [67 x 134 from (160, 109)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [100 x 201 from (68, 220)]
+Object's ¹: 1
 Coordinate: [67 x 134 from (160, 109)]
Frame ¹	414 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [108 x 216 from (65, 210)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [108 x 216 from (65, 210)]
Frame ¹	415 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [115 x 229 from (62, 201)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [115 x 229 from (62, 201)]
Frame ¹	416 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [108 x 217 from (67, 209)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [108 x 217 from (67, 209)]
Frame ¹	417 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [119 x 237 from (62, 191)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [119 x 237 from (62, 191)]
Frame ¹	418 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [127 x 255 from (58, 178)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [127 x 255 from (58, 178)]
Frame ¹	419 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [127 x 253 from (59, 179)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [127 x 253 from (59, 179)]
Frame ¹	420 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [124 x 249 from (62, 176)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [124 x 249 from (62, 176)]
Frame ¹	421 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [131 x 262 from (59, 165)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [131 x 262 from (59, 165)]
Frame ¹	422 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [137 x 273 from (57, 156)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [137 x 273 from (57, 156)]
Frame ¹	423 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [135 x 269 from (58, 157)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [135 x 269 from (58, 157)]
Frame ¹	424 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [139 x 277 from (56, 149)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [139 x 277 from (56, 149)]
Frame ¹	425 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [117 x 233 from (67, 166)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [117 x 233 from (67, 166)]
Frame ¹	426 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [126 x 252 from (62, 157)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [126 x 252 from (62, 157)]
Frame ¹	427 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [126 x 251 from (64, 158)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [126 x 251 from (64, 158)]
Frame ¹	428 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [117 x 234 from (68, 161)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [117 x 234 from (68, 161)]
Frame ¹	429 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [115 x 230 from (70, 161)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [115 x 230 from (70, 161)]
Frame ¹	430 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [117 x 234 from (66, 157)]
+Object's ¹: 1
 Coordinate: [104 x 209 from (221, 278)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [117 x 234 from (66, 157)]
+Object's ¹: 1
 Coordinate: [104 x 209 from (221, 278)]
Frame ¹	431 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [120 x 239 from (66, 149)]
+Object's ¹: 1
 Coordinate: [115 x 229 from (217, 264)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [120 x 239 from (66, 149)]
+Object's ¹: 1
 Coordinate: [115 x 229 from (217, 264)]
Frame ¹	432 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [123 x 246 from (64, 145)]
+Object's ¹: 1
 Coordinate: [111 x 221 from (219, 263)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [123 x 246 from (64, 145)]
+Object's ¹: 1
 Coordinate: [111 x 221 from (219, 263)]
Frame ¹	433 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [127 x 253 from (64, 142)]
+Object's ¹: 1
 Coordinate: [113 x 226 from (220, 252)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [127 x 253 from (64, 142)]
+Object's ¹: 1
 Coordinate: [113 x 226 from (220, 252)]
Frame ¹	434 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [123 x 246 from (65, 142)]
+Object's ¹: 1
 Coordinate: [112 x 225 from (216, 251)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [123 x 246 from (65, 142)]
+Object's ¹: 1
 Coordinate: [112 x 225 from (216, 251)]
Frame ¹	435 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [118 x 235 from (68, 147)]
+Object's ¹: 1
 Coordinate: [119 x 238 from (219, 242)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [118 x 235 from (68, 147)]
+Object's ¹: 1
 Coordinate: [119 x 238 from (219, 242)]
Frame ¹	436 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [122 x 243 from (65, 138)]
+Object's ¹: 1
 Coordinate: [120 x 240 from (220, 241)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [122 x 243 from (65, 138)]
+Object's ¹: 1
 Coordinate: [120 x 240 from (220, 241)]
Frame ¹	437 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [122 x 243 from (65, 137)]
+Object's ¹: 1
 Coordinate: [120 x 239 from (221, 238)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [122 x 243 from (65, 137)]
+Object's ¹: 1
 Coordinate: [120 x 239 from (221, 238)]
Frame ¹	438 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [122 x 244 from (67, 133)]
+Object's ¹: 1
 Coordinate: [130 x 260 from (218, 218)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [122 x 244 from (67, 133)]
+Object's ¹: 1
 Coordinate: [130 x 260 from (218, 218)]
Frame ¹	439 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [118 x 236 from (66, 135)]
+Object's ¹: 1
 Coordinate: [124 x 248 from (224, 224)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [118 x 236 from (66, 135)]
+Object's ¹: 1
 Coordinate: [124 x 248 from (224, 224)]
Frame ¹	440 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [120 x 240 from (66, 131)]
+Object's ¹: 1
 Coordinate: [121 x 241 from (226, 226)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [120 x 240 from (66, 131)]
+Object's ¹: 1
 Coordinate: [121 x 241 from (226, 226)]
Frame ¹	441 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [122 x 244 from (65, 127)]
+Object's ¹: 1
 Coordinate: [124 x 248 from (224, 208)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [122 x 244 from (65, 127)]
+Object's ¹: 1
 Coordinate: [124 x 248 from (224, 208)]
Frame ¹	442 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [108 x 216 from (74, 137)]
+Object's ¹: 1
 Coordinate: [106 x 211 from (237, 220)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [108 x 216 from (74, 137)]
+Object's ¹: 1
 Coordinate: [106 x 211 from (237, 220)]
Frame ¹	443 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [100 x 199 from (81, 141)]
+Object's ¹: 1
 Coordinate: [107 x 213 from (241, 210)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [100 x 199 from (81, 141)]
+Object's ¹: 1
 Coordinate: [107 x 213 from (241, 210)]
Frame ¹	444 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [107 x 213 from (75, 134)]
+Object's ¹: 1
 Coordinate: [103 x 206 from (244, 211)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [107 x 213 from (75, 134)]
+Object's ¹: 1
 Coordinate: [103 x 206 from (244, 211)]
Frame ¹	445 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [108 x 216 from (76, 130)]
+Object's ¹: 1
 Coordinate: [107 x 214 from (244, 203)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [108 x 216 from (76, 130)]
+Object's ¹: 1
 Coordinate: [107 x 214 from (244, 203)]
Frame ¹	446 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [110 x 220 from (245, 196)]
+Object's ¹: 1
 Coordinate: [100 x 200 from (83, 138)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [110 x 220 from (245, 196)]
+Object's ¹: 1
 Coordinate: [100 x 200 from (83, 138)]
Frame ¹	447 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [107 x 214 from (247, 195)]
+Object's ¹: 1
 Coordinate: [115 x 230 from (74, 119)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [107 x 214 from (247, 195)]
+Object's ¹: 1
 Coordinate: [115 x 230 from (74, 119)]
Frame ¹	448 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [113 x 225 from (75, 119)]
+Object's ¹: 1
 Coordinate: [112 x 225 from (244, 186)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [113 x 225 from (75, 119)]
+Object's ¹: 1
 Coordinate: [112 x 225 from (244, 186)]
Frame ¹	449 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [122 x 243 from (244, 179)]
+Object's ¹: 1
 Coordinate: [103 x 206 from (85, 127)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [122 x 243 from (244, 179)]
+Object's ¹: 1
 Coordinate: [103 x 206 from (85, 127)]
Frame ¹	450 ----------------------
Object's on frame in detect:	3
+Object's ¹: 0
 Coordinate: [117 x 234 from (246, 178)]
+Object's ¹: 1
 Coordinate: [102 x 203 from (85, 128)]
+Object's ¹: 2
 Coordinate: [66 x 131 from (148, 37)]
Object's on frame in detect_filter:	3
+Object's ¹: 0
 Coordinate: [117 x 234 from (246, 178)]
+Object's ¹: 1
 Coordinate: [102 x 203 from (85, 128)]
+Object's ¹: 2
 Coordinate: [66 x 131 from (148, 37)]
Frame ¹	451 ----------------------
Object's on frame in detect:	3
+Object's ¹: 0
 Coordinate: [113 x 226 from (248, 176)]
+Object's ¹: 1
 Coordinate: [104 x 208 from (83, 125)]
+Object's ¹: 2
 Coordinate: [66 x 132 from (146, 36)]
Object's on frame in detect_filter:	3
+Object's ¹: 0
 Coordinate: [113 x 226 from (248, 176)]
+Object's ¹: 1
 Coordinate: [104 x 208 from (83, 125)]
+Object's ¹: 2
 Coordinate: [66 x 132 from (146, 36)]
Frame ¹	452 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [121 x 242 from (248, 165)]
+Object's ¹: 1
 Coordinate: [108 x 215 from (83, 119)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [121 x 242 from (248, 165)]
+Object's ¹: 1
 Coordinate: [108 x 215 from (83, 119)]
Frame ¹	453 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [103 x 206 from (256, 174)]
+Object's ¹: 1
 Coordinate: [106 x 213 from (84, 117)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [103 x 206 from (256, 174)]
+Object's ¹: 1
 Coordinate: [106 x 213 from (84, 117)]
Frame ¹	454 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [108 x 217 from (81, 110)]
+Object's ¹: 1
 Coordinate: [98 x 196 from (259, 169)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [108 x 217 from (81, 110)]
+Object's ¹: 1
 Coordinate: [98 x 196 from (259, 169)]
Frame ¹	455 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [97 x 194 from (89, 117)]
+Object's ¹: 1
 Coordinate: [99 x 198 from (261, 165)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [97 x 194 from (89, 117)]
+Object's ¹: 1
 Coordinate: [99 x 198 from (261, 165)]
Frame ¹	456 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [98 x 197 from (88, 112)]
+Object's ¹: 1
 Coordinate: [103 x 207 from (257, 156)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [98 x 197 from (88, 112)]
+Object's ¹: 1
 Coordinate: [103 x 207 from (257, 156)]
Frame ¹	457 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [94 x 189 from (91, 114)]
+Object's ¹: 1
 Coordinate: [112 x 223 from (254, 147)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [94 x 189 from (91, 114)]
+Object's ¹: 1
 Coordinate: [112 x 223 from (254, 147)]
Frame ¹	458 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [111 x 222 from (255, 145)]
+Object's ¹: 1
 Coordinate: [91 x 182 from (93, 112)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [111 x 222 from (255, 145)]
+Object's ¹: 1
 Coordinate: [91 x 182 from (93, 112)]
Frame ¹	459 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [115 x 230 from (254, 140)]
+Object's ¹: 1
 Coordinate: [93 x 187 from (92, 108)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [115 x 230 from (254, 140)]
+Object's ¹: 1
 Coordinate: [93 x 187 from (92, 108)]
Frame ¹	460 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [115 x 230 from (258, 136)]
+Object's ¹: 1
 Coordinate: [90 x 181 from (93, 108)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [115 x 230 from (258, 136)]
+Object's ¹: 1
 Coordinate: [90 x 181 from (93, 108)]
Frame ¹	461 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [118 x 236 from (257, 132)]
+Object's ¹: 1
 Coordinate: [95 x 190 from (92, 104)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [118 x 236 from (257, 132)]
+Object's ¹: 1
 Coordinate: [95 x 190 from (92, 104)]
Frame ¹	462 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [115 x 230 from (258, 129)]
+Object's ¹: 1
 Coordinate: [96 x 191 from (93, 103)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [115 x 230 from (258, 129)]
+Object's ¹: 1
 Coordinate: [96 x 191 from (93, 103)]
Frame ¹	463 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [98 x 196 from (92, 100)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [98 x 196 from (92, 100)]
Frame ¹	464 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [93 x 187 from (95, 101)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [93 x 187 from (95, 101)]
Frame ¹	465 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [108 x 217 from (266, 121)]
+Object's ¹: 1
 Coordinate: [93 x 187 from (95, 101)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [108 x 217 from (266, 121)]
+Object's ¹: 1
 Coordinate: [93 x 187 from (95, 101)]
Frame ¹	466 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [103 x 206 from (271, 118)]
+Object's ¹: 1
 Coordinate: [94 x 187 from (96, 101)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [103 x 206 from (271, 118)]
+Object's ¹: 1
 Coordinate: [94 x 187 from (96, 101)]
Frame ¹	467 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [105 x 210 from (270, 113)]
+Object's ¹: 1
 Coordinate: [95 x 190 from (94, 99)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [105 x 210 from (270, 113)]
+Object's ¹: 1
 Coordinate: [95 x 190 from (94, 99)]
