Analyzed file:	D:\пешики\00022.MTS
				-----rejected------
Object's on frame in detect_filter:	4
+Object's №: 0
 Coordinate: [121 x 241 from (181, 256)]
+Object's №: 1
 Coordinate: [112 x 224 from (77, 62)]
+Object's №: 2
 Coordinate: [92 x 184 from (514, 7)]
+Object's №: 3
 Coordinate: [81 x 162 from (112, 316)]
Frame №	343 ----------------------
Object's on frame in detect:	3
+Object's №: 0
 Coordinate: [112 x 224 from (73, 62)]
+Object's №: 1
 Coordinate: [105 x 210 from (185, 279)]
+Object's №: 2
 Coordinate: [89 x 177 from (110, 302)]
Object's on frame in detect_filter:	3
+Object's №: 0
 Coordinate: [112 x 224 from (73, 62)]
+Object's №: 1
 Coordinate: [105 x 210 from (185, 279)]
+Object's №: 2
 Coordinate: [89 x 177 from (110, 302)]
Frame №	344 ----------------------
Object's on frame in detect:	3
+Object's №: 0
 Coordinate: [113 x 226 from (70, 67)]
+Object's №: 1
 Coordinate: [96 x 192 from (109, 290)]
+Object's №: 2
 Coordinate: [93 x 187 from (511, 4)]
Object's on frame in detect_filter:	3
+Object's №: 0
 Coordinate: [113 x 226 from (70, 67)]
+Object's №: 1
 Coordinate: [96 x 192 from (109, 290)]
+Object's №: 2
 Coordinate: [93 x 187 from (511, 4)]
Frame №	345 ----------------------
Object's on frame in detect:	2
+Object's №: 0
 Coordinate: [93 x 187 from (511, 4)]
+Object's №: 1
 Coordinate: [90 x 181 from (112, 300)]
Object's on frame in detect_filter:	2
+Object's №: 0
 Coordinate: [93 x 187 from (511, 4)]
+Object's №: 1
 Coordinate: [90 x 181 from (112, 300)]
Frame №	346 ----------------------
Object's on frame in detect:	2
+Object's №: 0
 Coordinate: [91 x 183 from (111, 290)]
+Object's №: 1
 Coordinate: [95 x 189 from (508, 0)]
Object's on frame in detect_filter:	2
+Object's №: 0
 Coordinate: [91 x 183 from (111, 290)]
+Object's №: 1
 Coordinate: [95 x 189 from (508, 0)]
Frame №	347 ----------------------
Object's on frame in detect:	2
+Object's №: 0
 Coordinate: [100 x 201 from (110, 273)]
+Object's №: 1
 Coordinate: [95 x 189 from (508, 0)]
Object's on frame in detect_filter:	2
+Object's №: 0
 Coordinate: [100 x 201 from (110, 273)]
+Object's №: 1
 Coordinate: [95 x 189 from (508, 0)]
Frame №	348 ----------------------
Object's on frame in detect:	1
+Object's №: 0
 Coordinate: [103 x 206 from (109, 261)]
Object's on frame in detect_filter:	1
+Object's №: 0
 Coordinate: [103 x 206 from (109, 261)]
Frame №	349 ----------------------
Object's on frame in detect:	1
+Object's №: 0
 Coordinate: [103 x 206 from (109, 257)]
Object's on frame in detect_filter:	1
+Object's №: 0
 Coordinate: [103 x 206 from (109, 257)]
Frame №	350 ----------------------
Object's on frame in detect:	3
+Object's №: 0
 Coordinate: [98 x 197 from (113, 258)]
+Object's №: 1
 Coordinate: [101 x 202 from (483, 71)]
+Object's №: 2
 Coordinate: [65 x 130 from (447, 146)]
Object's on frame in detect_filter:	3
+Object's №: 0
 Coordinate: [98 x 197 from (113, 258)]
+Object's №: 1
 Coordinate: [101 x 202 from (483, 71)]
+Object's №: 2
 Coordinate: [65 x 130 from (447, 146)]
Frame №	351 ----------------------
Object's on frame in detect:	2
+Object's №: 0
 Coordinate: [90 x 180 from (118, 264)]
+Object's №: 1
 Coordinate: [90 x 180 from (510, 0)]
Object's on frame in detect_filter:	2
+Object's №: 0
 Coordinate: [90 x 180 from (118, 264)]
+Object's №: 1
 Coordinate: [90 x 180 from (510, 0)]
Frame №	352 ----------------------
Object's on frame in detect:	2
+Object's №: 0
 Coordinate: [98 x 196 from (116, 251)]
+Object's №: 1
 Coordinate: [90 x 180 from (510, 0)]
Object's on frame in detect_filter:	2
+Object's №: 0
 Coordinate: [98 x 196 from (116, 251)]
+Object's №: 1
 Coordinate: [90 x 180 from (510, 0)]
Frame №	353 ----------------------
Object's on frame in detect:	3
+Object's №: 0
 Coordinate: [91 x 182 from (118, 258)]
+Object's №: 1
 Coordinate: [95 x 189 from (193, 256)]
+Object's №: 2
 Coordinate: [84 x 168 from (512, 0)]
Object's on frame in detect_filter:	3
+Object's №: 0
 Coordinate: [91 x 182 from (118, 258)]
+Object's №: 1
 Coordinate: [95 x 189 from (193, 256)]
+Object's №: 2
 Coordinate: [84 x 168 from (512, 0)]
Frame №	354 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	355 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	356 ----------------------
Object's on frame in detect:	1
+Object's №: 0
 Coordinate: [90 x 181 from (71, 123)]
Object's on frame in detect_filter:	1
+Object's №: 0
 Coordinate: [90 x 181 from (71, 123)]
Frame №	357 ----------------------
Object's on frame in detect:	2
+Object's №: 0
 Coordinate: [99 x 197 from (63, 127)]
+Object's №: 1
 Coordinate: [99 x 199 from (120, 240)]
Object's on frame in detect_filter:	2
+Object's №: 0
 Coordinate: [99 x 197 from (63, 127)]
+Object's №: 1
 Coordinate: [99 x 199 from (120, 240)]
Frame №	358 ----------------------
Object's on frame in detect:	1
+Object's №: 0
 Coordinate: [104 x 209 from (52, 126)]
Object's on frame in detect_filter:	1
+Object's №: 0
 Coordinate: [104 x 209 from (52, 126)]
Frame №	359 ----------------------
Object's on frame in detect:	1
+Object's №: 0
 Coordinate: [94 x 188 from (497, 108)]
Object's on frame in detect_filter:	1
+Object's №: 0
 Coordinate: [94 x 188 from (497, 108)]
Frame №	360 ----------------------
Object's on frame in detect:	2
+Object's №: 0
 Coordinate: [98 x 196 from (497, 109)]
+Object's №: 1
 Coordinate: [106 x 212 from (46, 138)]
Object's on frame in detect_filter:	2
+Object's №: 0
 Coordinate: [98 x 196 from (497, 109)]
+Object's №: 1
 Coordinate: [106 x 212 from (46, 138)]
Frame №	361 ----------------------
Object's on frame in detect:	3
+Object's №: 0
 Coordinate: [100 x 200 from (497, 110)]
+Object's №: 1
 Coordinate: [107 x 215 from (49, 139)]
+Object's №: 2
 Coordinate: [76 x 151 from (44, 200)]
Object's on frame in detect_filter:	3
+Object's №: 0
 Coordinate: [100 x 200 from (497, 110)]
+Object's №: 1
 Coordinate: [107 x 215 from (49, 139)]
+Object's №: 2
 Coordinate: [76 x 151 from (44, 200)]
Frame №	362 ----------------------
Object's on frame in detect:	3
+Object's №: 0
 Coordinate: [95 x 191 from (501, 118)]
+Object's №: 1
 Coordinate: [72 x 143 from (45, 206)]
+Object's №: 2
 Coordinate: [70 x 140 from (141, 241)]
Object's on frame in detect_filter:	3
+Object's №: 0
 Coordinate: [95 x 191 from (501, 118)]
+Object's №: 1
 Coordinate: [72 x 143 from (45, 206)]
+Object's №: 2
 Coordinate: [70 x 140 from (141, 241)]
Frame №	363 ----------------------
Object's on frame in detect:	1
+Object's №: 0
 Coordinate: [95 x 190 from (504, 118)]
Object's on frame in detect_filter:	1
+Object's №: 0
 Coordinate: [95 x 190 from (504, 118)]
Frame №	364 ----------------------
Object's on frame in detect:	1
+Object's №: 0
 Coordinate: [84 x 169 from (510, 140)]
Object's on frame in detect_filter:	1
+Object's №: 0
 Coordinate: [84 x 169 from (510, 140)]
Frame №	365 ----------------------
Object's on frame in detect:	1
+Object's №: 0
 Coordinate: [90 x 180 from (41, 158)]
Object's on frame in detect_filter:	1
+Object's №: 0
 Coordinate: [90 x 180 from (41, 158)]
Frame №	366 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	367 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	368 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	369 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	370 ----------------------
Object's on frame in detect:	1
+Object's №: 0
 Coordinate: [78 x 156 from (516, -10)]
Object's on frame in detect_filter:	1
+Object's №: 0
 Coordinate: [78 x 156 from (516, -10)]
Frame №	371 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	372 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	373 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	374 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	375 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	376 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	377 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	378 ----------------------
Object's on frame in detect:	1
+Object's №: 0
 Coordinate: [104 x 209 from (534, 130)]
Object's on frame in detect_filter:	1
+Object's №: 0
 Coordinate: [104 x 209 from (534, 130)]
Frame №	379 ----------------------
Object's on frame in detect:	2
+Object's №: 0
 Coordinate: [104 x 208 from (534, 133)]
+Object's №: 1
 Coordinate: [73 x 146 from (148, 188)]
Object's on frame in detect_filter:	2
+Object's №: 0
 Coordinate: [104 x 208 from (534, 133)]
+Object's №: 1
 Coordinate: [73 x 146 from (148, 188)]
Frame №	380 ----------------------
Object's on frame in detect:	2
+Object's №: 0
 Coordinate: [102 x 204 from (538, 140)]
+Object's №: 1
 Coordinate: [74 x 148 from (148, 185)]
Object's on frame in detect_filter:	2
+Object's №: 0
 Coordinate: [102 x 204 from (538, 140)]
+Object's №: 1
 Coordinate: [74 x 148 from (148, 185)]
Frame №	381 ----------------------
Object's on frame in detect:	1
+Object's №: 0
 Coordinate: [104 x 209 from (538, 139)]
Object's on frame in detect_filter:	1
+Object's №: 0
 Coordinate: [104 x 209 from (538, 139)]
Frame №	382 ----------------------
Object's on frame in detect:	1
+Object's №: 0
 Coordinate: [101 x 202 from (536, 146)]
Object's on frame in detect_filter:	1
+Object's №: 0
 Coordinate: [101 x 202 from (536, 146)]
Frame №	383 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	384 ----------------------
Object's on frame in detect:	1
+Object's №: 0
 Coordinate: [107 x 214 from (-7, 220)]
Object's on frame in detect_filter:	1
+Object's №: 0
 Coordinate: [107 x 214 from (-7, 220)]
Frame №	385 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	386 ----------------------
Object's on frame in detect:	1
+Object's №: 0
 Coordinate: [117 x 235 from (-12, 228)]
Object's on frame in detect_filter:	1
+Object's №: 0
 Coordinate: [117 x 235 from (-12, 228)]
Frame №	387 ----------------------
Object's on frame in detect:	1
+Object's №: 0
 Coordinate: [110 x 221 from (-7, 237)]
Object's on frame in detect_filter:	1
+Object's №: 0
 Coordinate: [110 x 221 from (-7, 237)]
Frame №	388 ----------------------
Object's on frame in detect:	1
+Object's №: 0
 Coordinate: [110 x 219 from (-8, 242)]
Object's on frame in detect_filter:	1
+Object's №: 0
 Coordinate: [110 x 219 from (-8, 242)]
Frame №	389 ----------------------
Object's on frame in detect:	2
+Object's №: 0
 Coordinate: [108 x 215 from (544, 164)]
+Object's №: 1
 Coordinate: [106 x 212 from (-6, 252)]
Object's on frame in detect_filter:	2
+Object's №: 0
 Coordinate: [108 x 215 from (544, 164)]
+Object's №: 1
 Coordinate: [106 x 212 from (-6, 252)]
Frame №	390 ----------------------
Object's on frame in detect:	2
+Object's №: 0
 Coordinate: [105 x 210 from (546, 172)]
+Object's №: 1
 Coordinate: [105 x 210 from (-7, 255)]
Object's on frame in detect_filter:	2
+Object's №: 0
 Coordinate: [105 x 210 from (546, 172)]
+Object's №: 1
 Coordinate: [105 x 210 from (-7, 255)]
Frame №	391 ----------------------
Object's on frame in detect:	2
+Object's №: 0
 Coordinate: [103 x 207 from (549, 175)]
+Object's №: 1
 Coordinate: [105 x 210 from (-7, 257)]
Object's on frame in detect_filter:	2
+Object's №: 0
 Coordinate: [103 x 207 from (549, 175)]
+Object's №: 1
 Coordinate: [105 x 210 from (-7, 257)]
Frame №	392 ----------------------
Object's on frame in detect:	2
+Object's №: 0
 Coordinate: [102 x 205 from (550, 182)]
+Object's №: 1
 Coordinate: [101 x 202 from (-6, 261)]
Object's on frame in detect_filter:	2
+Object's №: 0
 Coordinate: [102 x 205 from (550, 182)]
+Object's №: 1
 Coordinate: [101 x 202 from (-6, 261)]
Frame №	393 ----------------------
Object's on frame in detect:	2
+Object's №: 0
 Coordinate: [100 x 199 from (554, 188)]
+Object's №: 1
 Coordinate: [98 x 195 from (-6, 270)]
Object's on frame in detect_filter:	2
+Object's №: 0
 Coordinate: [100 x 199 from (554, 188)]
+Object's №: 1
 Coordinate: [98 x 195 from (-6, 270)]
Frame №	394 ----------------------
Object's on frame in detect:	3
+Object's №: 0
 Coordinate: [99 x 197 from (554, 190)]
+Object's №: 1
 Coordinate: [99 x 198 from (-9, 271)]
+Object's №: 2
 Coordinate: [86 x 172 from (35, 315)]
Object's on frame in detect_filter:	3
+Object's №: 0
 Coordinate: [99 x 197 from (554, 190)]
+Object's №: 1
 Coordinate: [99 x 198 from (-9, 271)]
+Object's №: 2
 Coordinate: [86 x 172 from (35, 315)]
Frame №	395 ----------------------
Object's on frame in detect:	3
+Object's №: 0
 Coordinate: [100 x 200 from (-7, 274)]
+Object's №: 1
 Coordinate: [99 x 198 from (550, 190)]
+Object's №: 2
 Coordinate: [74 x 147 from (72, 306)]
Object's on frame in detect_filter:	3
+Object's №: 0
 Coordinate: [100 x 200 from (-7, 274)]
+Object's №: 1
 Coordinate: [99 x 198 from (550, 190)]
+Object's №: 2
 Coordinate: [74 x 147 from (72, 306)]
Frame №	396 ----------------------
Object's on frame in detect:	2
+Object's №: 0
 Coordinate: [110 x 221 from (-19, 274)]
+Object's №: 1
 Coordinate: [104 x 209 from (546, 182)]
Object's on frame in detect_filter:	2
+Object's №: 0
 Coordinate: [110 x 221 from (-19, 274)]
+Object's №: 1
 Coordinate: [104 x 209 from (546, 182)]
Frame №	397 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	398 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	399 ----------------------
Object's on frame in detect:	2
+Object's №: 0
 Coordinate: [78 x 156 from (573, 175)]
+Object's №: 1
 Coordinate: [67 x 134 from (160, 143)]
Object's on frame in detect_filter:	2
+Object's №: 0
 Coordinate: [78 x 156 from (573, 175)]
+Object's №: 1
 Coordinate: [67 x 134 from (160, 143)]
Frame №	400 ----------------------
Object's on frame in detect:	1
+Object's №: 0
 Coordinate: [67 x 134 from (160, 137)]
Object's on frame in detect_filter:	1
+Object's №: 0
 Coordinate: [67 x 134 from (160, 137)]
Frame №	401 ----------------------
Object's on frame in detect:	2
+Object's №: 0
 Coordinate: [119 x 238 from (59, 246)]
+Object's №: 1
 Coordinate: [69 x 138 from (159, 133)]
Object's on frame in detect_filter:	2
+Object's №: 0
 Coordinate: [119 x 238 from (59, 246)]
+Object's №: 1
 Coordinate: [69 x 138 from (159, 133)]
Frame №	402 ----------------------
Object's on frame in detect:	1
+Object's №: 0
 Coordinate: [69 x 138 from (159, 133)]
Object's on frame in detect_filter:	1
+Object's №: 0
 Coordinate: [69 x 138 from (159, 133)]
Frame №	403 ----------------------
Object's on frame in detect:	1
+Object's №: 0
 Coordinate: [69 x 138 from (159, 133)]
Object's on frame in detect_filter:	1
+Object's №: 0
 Coordinate: [69 x 138 from (159, 133)]
Frame №	404 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	405 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	406 ----------------------
Object's on frame in detect:	1
+Object's №: 0
 Coordinate: [121 x 241 from (60, 226)]
Object's on frame in detect_filter:	1
+Object's №: 0
 Coordinate: [121 x 241 from (60, 226)]
Frame №	407 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	408 ----------------------
Object's on frame in detect:	1
+Object's №: 0
 Coordinate: [114 x 228 from (60, 226)]
Object's on frame in detect_filter:	1
+Object's №: 0
 Coordinate: [114 x 228 from (60, 226)]
Frame №	409 ----------------------
Object's on frame in detect:	1
+Object's №: 0
 Coordinate: [71 x 142 from (158, 116)]
Object's on frame in detect_filter:	1
+Object's №: 0
 Coordinate: [71 x 142 from (158, 116)]
Frame №	410 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	411 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	412 ----------------------
Object's on frame in detect:	2
+Object's №: 0
 Coordinate: [100 x 200 from (69, 223)]
+Object's №: 1
 Coordinate: [67 x 134 from (160, 109)]
Object's on frame in detect_filter:	2
+Object's №: 0
 Coordinate: [100 x 200 from (69, 223)]
+Object's №: 1
 Coordinate: [67 x 134 from (160, 109)]
Frame №	413 ----------------------
Object's on frame in detect:	2
+Object's №: 0
 Coordinate: [108 x 216 from (67, 213)]
+Object's №: 1
 Coordinate: [67 x 134 from (160, 109)]
Object's on frame in detect_filter:	2
+Object's №: 0
 Coordinate: [108 x 216 from (67, 213)]
+Object's №: 1
 Coordinate: [67 x 134 from (160, 109)]
Frame №	414 ----------------------
Object's on frame in detect:	1
+Object's №: 0
 Coordinate: [106 x 213 from (66, 212)]
Object's on frame in detect_filter:	1
+Object's №: 0
 Coordinate: [106 x 213 from (66, 212)]
Frame №	415 ----------------------
Object's on frame in detect:	1
+Object's №: 0
 Coordinate: [111 x 222 from (64, 206)]
Object's on frame in detect_filter:	1
+Object's №: 0
 Coordinate: [111 x 222 from (64, 206)]
Frame №	416 ----------------------
Object's on frame in detect:	1
+Object's №: 0
 Coordinate: [112 x 225 from (63, 202)]
Object's on frame in detect_filter:	1
+Object's №: 0
 Coordinate: [112 x 225 from (63, 202)]
Frame №	417 ----------------------
Object's on frame in detect:	1
+Object's №: 0
 Coordinate: [117 x 234 from (63, 194)]
Object's on frame in detect_filter:	1
+Object's №: 0
 Coordinate: [117 x 234 from (63, 194)]
Frame №	418 ----------------------
Object's on frame in detect:	1
+Object's №: 0
 Coordinate: [124 x 247 from (61, 186)]
Object's on frame in detect_filter:	1
+Object's №: 0
 Coordinate: [124 x 247 from (61, 186)]
Frame №	419 ----------------------
Object's on frame in detect:	1
+Object's №: 0
 Coordinate: [126 x 251 from (58, 180)]
Object's on frame in detect_filter:	1
+Object's №: 0
 Coordinate: [126 x 251 from (58, 180)]
Frame №	420 ----------------------
Object's on frame in detect:	1
+Object's №: 0
 Coordinate: [126 x 252 from (61, 175)]
Object's on frame in detect_filter:	1
+Object's №: 0
 Coordinate: [126 x 252 from (61, 175)]
Frame №	421 ----------------------
Object's on frame in detect:	1
+Object's №: 0
 Coordinate: [123 x 245 from (64, 175)]
Object's on frame in detect_filter:	1
+Object's №: 0
 Coordinate: [123 x 245 from (64, 175)]
Frame №	422 ----------------------
Object's on frame in detect:	1
+Object's №: 0
 Coordinate: [126 x 253 from (62, 168)]
Object's on frame in detect_filter:	1
+Object's №: 0
 Coordinate: [126 x 253 from (62, 168)]
Frame №	423 ----------------------
Object's on frame in detect:	1
+Object's №: 0
 Coordinate: [134 x 267 from (59, 159)]
Object's on frame in detect_filter:	1
+Object's №: 0
 Coordinate: [134 x 267 from (59, 159)]
Frame №	424 ----------------------
Object's on frame in detect:	1
+Object's №: 0
 Coordinate: [126 x 252 from (62, 160)]
Object's on frame in detect_filter:	1
+Object's №: 0
 Coordinate: [126 x 252 from (62, 160)]
Frame №	425 ----------------------
Object's on frame in detect:	1
+Object's №: 0
 Coordinate: [130 x 259 from (60, 153)]
Object's on frame in detect_filter:	1
+Object's №: 0
 Coordinate: [130 x 259 from (60, 153)]
Frame №	426 ----------------------
Object's on frame in detect:	1
+Object's №: 0
 Coordinate: [126 x 252 from (62, 157)]
Object's on frame in detect_filter:	1
+Object's №: 0
 Coordinate: [126 x 252 from (62, 157)]
Frame №	427 ----------------------
Object's on frame in detect:	1
+Object's №: 0
 Coordinate: [113 x 226 from (71, 166)]
Object's on frame in detect_filter:	1
+Object's №: 0
 Coordinate: [113 x 226 from (71, 166)]
Frame №	428 ----------------------
Object's on frame in detect:	2
+Object's №: 0
 Coordinate: [111 x 222 from (72, 170)]
+Object's №: 1
 Coordinate: [67 x 134 from (185, 53)]
Object's on frame in detect_filter:	2
+Object's №: 0
 Coordinate: [111 x 222 from (72, 170)]
+Object's №: 1
 Coordinate: [67 x 134 from (185, 53)]
Frame №	429 ----------------------
Object's on frame in detect:	1
+Object's №: 0
 Coordinate: [123 x 246 from (67, 162)]
Object's on frame in detect_filter:	1
+Object's №: 0
 Coordinate: [123 x 246 from (67, 162)]
Frame №	430 ----------------------
Object's on frame in detect:	2
+Object's №: 0
 Coordinate: [118 x 236 from (65, 157)]
+Object's №: 1
 Coordinate: [104 x 209 from (221, 280)]
Object's on frame in detect_filter:	2
+Object's №: 0
 Coordinate: [118 x 236 from (65, 157)]
+Object's №: 1
 Coordinate: [104 x 209 from (221, 280)]
Frame №	431 ----------------------
Object's on frame in detect:	2
+Object's №: 0
 Coordinate: [121 x 242 from (65, 147)]
+Object's №: 1
 Coordinate: [111 x 222 from (218, 268)]
Object's on frame in detect_filter:	2
+Object's №: 0
 Coordinate: [121 x 242 from (65, 147)]
+Object's №: 1
 Coordinate: [111 x 222 from (218, 268)]
Frame №	432 ----------------------
Object's on frame in detect:	2
+Object's №: 0
 Coordinate: [128 x 257 from (63, 138)]
+Object's №: 1
 Coordinate: [108 x 216 from (221, 264)]
Object's on frame in detect_filter:	2
+Object's №: 0
 Coordinate: [128 x 257 from (63, 138)]
+Object's №: 1
 Coordinate: [108 x 216 from (221, 264)]
Frame №	433 ----------------------
Object's on frame in detect:	2
+Object's №: 0
 Coordinate: [127 x 253 from (64, 142)]
+Object's №: 1
 Coordinate: [113 x 226 from (220, 252)]
Object's on frame in detect_filter:	2
+Object's №: 0
 Coordinate: [127 x 253 from (64, 142)]
+Object's №: 1
 Coordinate: [113 x 226 from (220, 252)]
Frame №	434 ----------------------
Object's on frame in detect:	2
+Object's №: 0
 Coordinate: [126 x 251 from (64, 143)]
+Object's №: 1
 Coordinate: [112 x 225 from (216, 251)]
Object's on frame in detect_filter:	2
+Object's №: 0
 Coordinate: [126 x 251 from (64, 143)]
+Object's №: 1
 Coordinate: [112 x 225 from (216, 251)]
Frame №	435 ----------------------
Object's on frame in detect:	2
+Object's №: 0
 Coordinate: [123 x 245 from (65, 141)]
+Object's №: 1
 Coordinate: [119 x 238 from (219, 242)]
Object's on frame in detect_filter:	2
+Object's №: 0
 Coordinate: [123 x 245 from (65, 141)]
+Object's №: 1
 Coordinate: [119 x 238 from (219, 242)]
Frame №	436 ----------------------
Object's on frame in detect:	2
+Object's №: 0
 Coordinate: [124 x 248 from (64, 135)]
+Object's №: 1
 Coordinate: [118 x 236 from (221, 242)]
Object's on frame in detect_filter:	2
+Object's №: 0
 Coordinate: [124 x 248 from (64, 135)]
+Object's №: 1
 Coordinate: [118 x 236 from (221, 242)]
Frame №	437 ----------------------
Object's on frame in detect:	2
+Object's №: 0
 Coordinate: [119 x 237 from (69, 143)]
+Object's №: 1
 Coordinate: [114 x 228 from (226, 239)]
Object's on frame in detect_filter:	2
+Object's №: 0
 Coordinate: [119 x 237 from (69, 143)]
+Object's №: 1
 Coordinate: [114 x 228 from (226, 239)]
Frame №	438 ----------------------
Object's on frame in detect:	2
+Object's №: 0
 Coordinate: [121 x 242 from (67, 134)]
+Object's №: 1
 Coordinate: [127 x 254 from (221, 221)]
Object's on frame in detect_filter:	2
+Object's №: 0
 Coordinate: [121 x 242 from (67, 134)]
+Object's №: 1
 Coordinate: [127 x 254 from (221, 221)]
Frame №	439 ----------------------
Object's on frame in detect:	2
+Object's №: 0
 Coordinate: [121 x 242 from (67, 131)]
+Object's №: 1
 Coordinate: [108 x 217 from (232, 232)]
Object's on frame in detect_filter:	2
+Object's №: 0
 Coordinate: [121 x 242 from (67, 131)]
+Object's №: 1
 Coordinate: [108 x 217 from (232, 232)]
Frame №	440 ----------------------
Object's on frame in detect:	2
+Object's №: 0
 Coordinate: [123 x 246 from (65, 129)]
+Object's №: 1
 Coordinate: [118 x 236 from (228, 228)]
Object's on frame in detect_filter:	2
+Object's №: 0
 Coordinate: [123 x 246 from (65, 129)]
+Object's №: 1
 Coordinate: [118 x 236 from (228, 228)]
Frame №	441 ----------------------
Object's on frame in detect:	2
+Object's №: 0
 Coordinate: [119 x 237 from (67, 130)]
+Object's №: 1
 Coordinate: [107 x 215 from (234, 221)]
Object's on frame in detect_filter:	2
+Object's №: 0
 Coordinate: [119 x 237 from (67, 130)]
+Object's №: 1
 Coordinate: [107 x 215 from (234, 221)]
Frame №	442 ----------------------
Object's on frame in detect:	2
+Object's №: 0
 Coordinate: [123 x 246 from (63, 122)]
+Object's №: 1
 Coordinate: [102 x 203 from (240, 220)]
Object's on frame in detect_filter:	2
+Object's №: 0
 Coordinate: [123 x 246 from (63, 122)]
+Object's №: 1
 Coordinate: [102 x 203 from (240, 220)]
Frame №	443 ----------------------
Object's on frame in detect:	2
+Object's №: 0
 Coordinate: [117 x 234 from (68, 126)]
+Object's №: 1
 Coordinate: [100 x 200 from (245, 216)]
Object's on frame in detect_filter:	2
+Object's №: 0
 Coordinate: [117 x 234 from (68, 126)]
+Object's №: 1
 Coordinate: [100 x 200 from (245, 216)]
Frame №	444 ----------------------
Object's on frame in detect:	4
+Object's №: 0
 Coordinate: [117 x 234 from (68, 126)]
+Object's №: 1
 Coordinate: [98 x 196 from (247, 214)]
+Object's №: 2
 Coordinate: [78 x 156 from (68, 190)]
+Object's №: 3
 Coordinate: [83 x 166 from (93, 152)]
				-----rejected------
Object's on frame in detect_filter:	2
+Object's №: 0
 Coordinate: [117 x 234 from (68, 126)]
+Object's №: 1
 Coordinate: [98 x 196 from (247, 214)]
Frame №	445 ----------------------
Object's on frame in detect:	2
+Object's №: 0
 Coordinate: [111 x 221 from (73, 127)]
+Object's №: 1
 Coordinate: [107 x 213 from (244, 204)]
Object's on frame in detect_filter:	2
+Object's №: 0
 Coordinate: [111 x 221 from (73, 127)]
+Object's №: 1
 Coordinate: [107 x 213 from (244, 204)]
Frame №	446 ----------------------
Object's on frame in detect:	1
+Object's №: 0
 Coordinate: [108 x 217 from (245, 196)]
Object's on frame in detect_filter:	1
+Object's №: 0
 Coordinate: [108 x 217 from (245, 196)]
Frame №	447 ----------------------
Object's on frame in detect:	2
+Object's №: 0
 Coordinate: [112 x 224 from (244, 192)]
+Object's №: 1
 Coordinate: [111 x 223 from (78, 125)]
Object's on frame in detect_filter:	2
+Object's №: 0
 Coordinate: [112 x 224 from (244, 192)]
+Object's №: 1
 Coordinate: [111 x 223 from (78, 125)]
Frame №	448 ----------------------
Object's on frame in detect:	2
+Object's №: 0
 Coordinate: [110 x 220 from (247, 189)]
+Object's №: 1
 Coordinate: [106 x 212 from (81, 127)]
Object's on frame in detect_filter:	2
+Object's №: 0
 Coordinate: [110 x 220 from (247, 189)]
+Object's №: 1
 Coordinate: [106 x 212 from (81, 127)]
Frame №	449 ----------------------
Object's on frame in detect:	2
+Object's №: 0
 Coordinate: [118 x 237 from (244, 182)]
+Object's №: 1
 Coordinate: [101 x 202 from (84, 127)]
Object's on frame in detect_filter:	2
+Object's №: 0
 Coordinate: [118 x 237 from (244, 182)]
+Object's №: 1
 Coordinate: [101 x 202 from (84, 127)]
Frame №	450 ----------------------
Object's on frame in detect:	2
+Object's №: 0
 Coordinate: [117 x 234 from (247, 178)]
+Object's №: 1
 Coordinate: [99 x 198 from (86, 130)]
Object's on frame in detect_filter:	2
+Object's №: 0
 Coordinate: [117 x 234 from (247, 178)]
+Object's №: 1
 Coordinate: [99 x 198 from (86, 130)]
Frame №	451 ----------------------
Object's on frame in detect:	3
+Object's №: 0
 Coordinate: [112 x 225 from (250, 176)]
+Object's №: 1
 Coordinate: [104 x 208 from (83, 125)]
+Object's №: 2
