Analyzed file:	C:\Users\Medivh\Desktop\640na480MEGa.mp4
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	379 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [80 x 161 from (546, 154)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [80 x 161 from (546, 154)]
Frame ¹	380 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [70 x 140 from (550, 167)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [70 x 140 from (550, 167)]
Frame ¹	381 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	382 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [75 x 150 from (37, 294)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [75 x 150 from (37, 294)]
Frame ¹	383 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [77 x 155 from (38, 291)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [77 x 155 from (38, 291)]
Frame ¹	384 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [78 x 156 from (42, 291)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [78 x 156 from (42, 291)]
Frame ¹	385 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [86 x 170 from (7, 228)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [86 x 170 from (7, 228)]
Frame ¹	386 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [87 x 175 from (3, 231)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [87 x 175 from (3, 231)]
Frame ¹	387 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [88 x 176 from (2, 235)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [88 x 176 from (2, 235)]
Frame ¹	388 ----------------------
Object's on frame in detect:	3
+Object's ¹: 0
 Coordinate: [84 x 167 from (553, 177)]
+Object's ¹: 1
 Coordinate: [85 x 170 from (2, 243)]
+Object's ¹: 2
 Coordinate: [72 x 145 from (198, 149)]
Object's on frame in detect_filter:	3
+Object's ¹: 0
 Coordinate: [84 x 167 from (553, 177)]
+Object's ¹: 1
 Coordinate: [85 x 170 from (2, 243)]
+Object's ¹: 2
 Coordinate: [72 x 145 from (198, 149)]
Frame ¹	389 ----------------------
Object's on frame in detect:	3
+Object's ¹: 0
 Coordinate: [85 x 169 from (559, 178)]
+Object's ¹: 1
 Coordinate: [85 x 169 from (1, 244)]
+Object's ¹: 2
 Coordinate: [71 x 141 from (200, 150)]
Object's on frame in detect_filter:	3
+Object's ¹: 0
 Coordinate: [85 x 169 from (559, 178)]
+Object's ¹: 1
 Coordinate: [85 x 169 from (1, 244)]
+Object's ¹: 2
 Coordinate: [71 x 141 from (200, 150)]
Frame ¹	390 ----------------------
Object's on frame in detect:	3
+Object's ¹: 0
 Coordinate: [85 x 170 from (561, 182)]
+Object's ¹: 1
 Coordinate: [82 x 164 from (3, 250)]
+Object's ¹: 2
 Coordinate: [78 x 156 from (34, 290)]
Object's on frame in detect_filter:	3
+Object's ¹: 0
 Coordinate: [85 x 170 from (561, 182)]
+Object's ¹: 1
 Coordinate: [82 x 164 from (3, 250)]
+Object's ¹: 2
 Coordinate: [78 x 156 from (34, 290)]
Frame ¹	391 ----------------------
Object's on frame in detect:	3
+Object's ¹: 0
 Coordinate: [81 x 162 from (562, 188)]
+Object's ¹: 1
 Coordinate: [82 x 163 from (5, 250)]
+Object's ¹: 2
 Coordinate: [81 x 162 from (34, 288)]
Object's on frame in detect_filter:	3
+Object's ¹: 0
 Coordinate: [81 x 162 from (562, 188)]
+Object's ¹: 1
 Coordinate: [82 x 163 from (5, 250)]
+Object's ¹: 2
 Coordinate: [81 x 162 from (34, 288)]
Frame ¹	392 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [83 x 166 from (562, 187)]
+Object's ¹: 1
 Coordinate: [80 x 160 from (6, 254)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [83 x 166 from (562, 187)]
+Object's ¹: 1
 Coordinate: [80 x 160 from (6, 254)]
Frame ¹	393 ----------------------
Object's on frame in detect:	3
+Object's ¹: 0
 Coordinate: [89 x 177 from (564, 182)]
+Object's ¹: 1
 Coordinate: [83 x 166 from (1, 252)]
+Object's ¹: 2
 Coordinate: [68 x 137 from (199, 142)]
Object's on frame in detect_filter:	3
+Object's ¹: 0
 Coordinate: [89 x 177 from (564, 182)]
+Object's ¹: 1
 Coordinate: [83 x 166 from (1, 252)]
+Object's ¹: 2
 Coordinate: [68 x 137 from (199, 142)]
Frame ¹	394 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [83 x 167 from (568, 189)]
+Object's ¹: 1
 Coordinate: [69 x 138 from (198, 142)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [83 x 167 from (568, 189)]
+Object's ¹: 1
 Coordinate: [69 x 138 from (198, 142)]
Frame ¹	395 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [82 x 164 from (-2, 258)]
+Object's ¹: 1
 Coordinate: [74 x 149 from (196, 138)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [82 x 164 from (-2, 258)]
+Object's ¹: 1
 Coordinate: [74 x 149 from (196, 138)]
Frame ¹	396 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [86 x 172 from (-4, 264)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [86 x 172 from (-4, 264)]
Frame ¹	397 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [89 x 178 from (-12, 267)]
+Object's ¹: 1
 Coordinate: [70 x 139 from (196, 133)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [89 x 178 from (-12, 267)]
+Object's ¹: 1
 Coordinate: [70 x 139 from (196, 133)]
Frame ¹	398 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [89 x 178 from (-8, 270)]
+Object's ¹: 1
 Coordinate: [69 x 138 from (198, 133)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [89 x 178 from (-8, 270)]
+Object's ¹: 1
 Coordinate: [69 x 138 from (198, 133)]
Frame ¹	399 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [89 x 177 from (-4, 273)]
+Object's ¹: 1
 Coordinate: [74 x 148 from (194, 129)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [89 x 177 from (-4, 273)]
+Object's ¹: 1
 Coordinate: [74 x 148 from (194, 129)]
Frame ¹	400 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [83 x 167 from (-4, 283)]
+Object's ¹: 1
 Coordinate: [71 x 142 from (196, 126)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [83 x 167 from (-4, 283)]
+Object's ¹: 1
 Coordinate: [71 x 142 from (196, 126)]
Frame ¹	401 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [80 x 159 from (-3, 288)]
+Object's ¹: 1
 Coordinate: [69 x 137 from (197, 125)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [80 x 159 from (-3, 288)]
+Object's ¹: 1
 Coordinate: [69 x 137 from (197, 125)]
Frame ¹	402 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [69 x 137 from (197, 125)]
+Object's ¹: 1
 Coordinate: [81 x 161 from (-7, 288)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [69 x 137 from (197, 125)]
+Object's ¹: 1
 Coordinate: [81 x 161 from (-7, 288)]
Frame ¹	403 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [70 x 139 from (196, 124)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [70 x 139 from (196, 124)]
Frame ¹	404 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [72 x 143 from (194, 119)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [72 x 143 from (194, 119)]
Frame ¹	405 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	406 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [71 x 141 from (194, 115)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [71 x 141 from (194, 115)]
Frame ¹	407 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [71 x 141 from (194, 115)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [71 x 141 from (194, 115)]
Frame ¹	408 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [71 x 141 from (194, 115)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [71 x 141 from (194, 115)]
Frame ¹	409 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	410 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	411 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	412 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	413 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	414 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	415 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [67 x 134 from (190, 101)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [67 x 134 from (190, 101)]
Frame ¹	416 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [92 x 184 from (72, 209)]
+Object's ¹: 1
 Coordinate: [66 x 132 from (190, 99)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [92 x 184 from (72, 209)]
+Object's ¹: 1
 Coordinate: [66 x 132 from (190, 99)]
Frame ¹	417 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [88 x 176 from (75, 210)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [88 x 176 from (75, 210)]
Frame ¹	418 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [95 x 189 from (79, 201)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [95 x 189 from (79, 201)]
Frame ¹	419 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [95 x 189 from (77, 201)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [95 x 189 from (77, 201)]
Frame ¹	420 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [89 x 177 from (80, 203)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [89 x 177 from (80, 203)]
Frame ¹	421 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	422 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	423 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [90 x 179 from (83, 193)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [90 x 179 from (83, 193)]
Frame ¹	424 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [76 x 152 from (89, 201)]
+Object's ¹: 1
 Coordinate: [74 x 148 from (227, 296)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [76 x 152 from (89, 201)]
+Object's ¹: 1
 Coordinate: [74 x 148 from (227, 296)]
Frame ¹	425 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [80 x 160 from (226, 291)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [80 x 160 from (226, 291)]
Frame ¹	426 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [102 x 204 from (444, 72)]
+Object's ¹: 1
 Coordinate: [83 x 165 from (226, 286)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [102 x 204 from (444, 72)]
+Object's ¹: 1
 Coordinate: [83 x 165 from (226, 286)]
Frame ¹	427 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [104 x 209 from (443, 69)]
+Object's ¹: 1
 Coordinate: [86 x 172 from (225, 282)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [104 x 209 from (443, 69)]
+Object's ¹: 1
 Coordinate: [86 x 172 from (225, 282)]
Frame ¹	428 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [107 x 214 from (443, 66)]
+Object's ¹: 1
 Coordinate: [86 x 172 from (227, 276)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [107 x 214 from (443, 66)]
+Object's ¹: 1
 Coordinate: [86 x 172 from (227, 276)]
Frame ¹	429 ----------------------
Object's on frame in detect:	3
+Object's ¹: 0
 Coordinate: [107 x 214 from (443, 66)]
+Object's ¹: 1
 Coordinate: [95 x 189 from (79, 177)]
+Object's ¹: 2
 Coordinate: [92 x 185 from (225, 266)]
Object's on frame in detect_filter:	3
+Object's ¹: 0
 Coordinate: [107 x 214 from (443, 66)]
+Object's ¹: 1
 Coordinate: [95 x 189 from (79, 177)]
+Object's ¹: 2
 Coordinate: [92 x 185 from (225, 266)]
Frame ¹	430 ----------------------
Object's on frame in detect:	3
+Object's ¹: 0
 Coordinate: [113 x 226 from (439, 58)]
+Object's ¹: 1
 Coordinate: [88 x 176 from (84, 181)]
+Object's ¹: 2
 Coordinate: [90 x 181 from (228, 263)]
Object's on frame in detect_filter:	3
+Object's ¹: 0
 Coordinate: [113 x 226 from (439, 58)]
+Object's ¹: 1
 Coordinate: [88 x 176 from (84, 181)]
+Object's ¹: 2
 Coordinate: [90 x 181 from (228, 263)]
Frame ¹	431 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [109 x 219 from (437, 63)]
+Object's ¹: 1
 Coordinate: [85 x 170 from (233, 261)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [109 x 219 from (437, 63)]
+Object's ¹: 1
 Coordinate: [85 x 170 from (233, 261)]
Frame ¹	432 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [81 x 162 from (235, 258)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [81 x 162 from (235, 258)]
Frame ¹	433 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [85 x 169 from (235, 252)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [85 x 169 from (235, 252)]
Frame ¹	434 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [85 x 170 from (233, 250)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [85 x 170 from (233, 250)]
Frame ¹	435 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [86 x 172 from (235, 246)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [86 x 172 from (235, 246)]
Frame ¹	436 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [91 x 182 from (236, 241)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [91 x 182 from (236, 241)]
Frame ¹	437 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [93 x 187 from (81, 166)]
+Object's ¹: 1
 Coordinate: [92 x 184 from (236, 238)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [93 x 187 from (81, 166)]
+Object's ¹: 1
 Coordinate: [92 x 184 from (236, 238)]
Frame ¹	438 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [89 x 178 from (242, 235)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [89 x 178 from (242, 235)]
Frame ¹	439 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [90 x 181 from (241, 230)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [90 x 181 from (241, 230)]
Frame ¹	440 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [95 x 189 from (240, 224)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [95 x 189 from (240, 224)]
Frame ¹	441 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [123 x 246 from (433, 45)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [123 x 246 from (433, 45)]
Frame ¹	442 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [75 x 149 from (256, 227)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [75 x 149 from (256, 227)]
Frame ¹	443 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [79 x 158 from (256, 220)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [79 x 158 from (256, 220)]
Frame ¹	444 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [78 x 156 from (260, 217)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [78 x 156 from (260, 217)]
Frame ¹	445 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [80 x 160 from (259, 212)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [80 x 160 from (259, 212)]
Frame ¹	446 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [84 x 167 from (258, 208)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [84 x 167 from (258, 208)]
Frame ¹	447 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [86 x 172 from (258, 204)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [86 x 172 from (258, 204)]
Frame ¹	448 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [86 x 173 from (260, 202)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [86 x 173 from (260, 202)]
Frame ¹	449 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [89 x 178 from (258, 196)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [89 x 178 from (258, 196)]
Frame ¹	450 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [87 x 173 from (261, 194)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [87 x 173 from (261, 194)]
Frame ¹	451 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [87 x 173 from (261, 190)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [87 x 173 from (261, 190)]
Frame ¹	452 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [85 x 169 from (265, 190)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [85 x 169 from (265, 190)]
Frame ¹	453 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [85 x 169 from (267, 185)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [85 x 169 from (267, 185)]
Frame ¹	454 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [80 x 159 from (269, 184)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [80 x 159 from (269, 184)]
Frame ¹	455 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [76 x 151 from (272, 184)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [76 x 151 from (272, 184)]
Frame ¹	456 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [77 x 154 from (273, 177)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [77 x 154 from (273, 177)]
Frame ¹	457 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [78 x 156 from (272, 174)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [78 x 156 from (272, 174)]
Frame ¹	458 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [80 x 160 from (274, 174)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [80 x 160 from (274, 174)]
Frame ¹	459 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [82 x 164 from (273, 169)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [82 x 164 from (273, 169)]
Frame ¹	460 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [86 x 172 from (273, 161)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [86 x 172 from (273, 161)]
Frame ¹	461 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [84 x 167 from (277, 162)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [84 x 167 from (277, 162)]
Frame ¹	462 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [80 x 160 from (279, 162)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [80 x 160 from (279, 162)]
Frame ¹	463 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [78 x 156 from (102, 131)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [78 x 156 from (102, 131)]
Frame ¹	464 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [76 x 152 from (103, 132)]
+Object's ¹: 1
 Coordinate: [74 x 148 from (284, 156)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [76 x 152 from (103, 132)]
+Object's ¹: 1
 Coordinate: [74 x 148 from (284, 156)]
Frame ¹	465 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [76 x 152 from (103, 132)]
+Object's ¹: 1
 Coordinate: [81 x 161 from (282, 153)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [76 x 152 from (103, 132)]
+Object's ¹: 1
 Coordinate: [81 x 161 from (282, 153)]
Frame ¹	466 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [74 x 148 from (289, 152)]
+Object's ¹: 1
 Coordinate: [71 x 141 from (106, 132)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [74 x 148 from (289, 152)]
+Object's ¹: 1
 Coordinate: [71 x 141 from (106, 132)]
Frame ¹	467 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [75 x 150 from (288, 147)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [75 x 150 from (288, 147)]
Frame ¹	468 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [78 x 155 from (288, 145)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [78 x 155 from (288, 145)]
Frame ¹	469 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [74 x 147 from (291, 145)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [74 x 147 from (291, 145)]
Frame ¹	470 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [76 x 151 from (290, 140)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [76 x 151 from (290, 140)]
Frame ¹	471 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [74 x 149 from (291, 138)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [74 x 149 from (291, 138)]
Frame ¹	472 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [78 x 156 from (290, 135)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [78 x 156 from (290, 135)]
Frame ¹	473 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [80 x 159 from (290, 131)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [80 x 159 from (290, 131)]
Frame ¹	474 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [82 x 164 from (288, 128)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [82 x 164 from (288, 128)]
Frame ¹	475 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [81 x 161 from (290, 127)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [81 x 161 from (290, 127)]
Frame ¹	476 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [76 x 152 from (293, 125)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [76 x 152 from (293, 125)]
Frame ¹	477 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [76 x 152 from (294, 122)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [76 x 152 from (294, 122)]
Frame ¹	478 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [74 x 148 from (297, 120)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [74 x 148 from (297, 120)]
Frame ¹	479 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [74 x 148 from (297, 116)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [74 x 148 from (297, 116)]
Frame ¹	480 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [74 x 148 from (298, 114)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [74 x 148 from (298, 114)]
Frame ¹	481 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [75 x 149 from (297, 113)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [75 x 149 from (297, 113)]
Frame ¹	482 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [79 x 158 from (103, 98)]
+Object's ¹: 1
 Coordinate: [72 x 144 from (297, 110)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [79 x 158 from (103, 98)]
+Object's ¹: 1
 Coordinate: [72 x 144 from (297, 110)]
Frame ¹	483 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [73 x 146 from (300, 108)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [73 x 146 from (300, 108)]
Frame ¹	484 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [74 x 148 from (111, 105)]
+Object's ¹: 1
 Coordinate: [72 x 144 from (301, 107)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [74 x 148 from (111, 105)]
+Object's ¹: 1
 Coordinate: [72 x 144 from (301, 107)]
Frame ¹	485 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [74 x 148 from (111, 102)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [74 x 148 from (111, 102)]
Frame ¹	486 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	487 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	488 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [71 x 142 from (308, 101)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [71 x 142 from (308, 101)]
Frame ¹	489 ----------------------
Object's on frame in detect:	1
