Analyzed file:	C:\Users\Medivh\Desktop\640na480MEGa.mp4
 Coordinate: [87 x 174 from (123, 231)]
Frame ¹	352 ----------------------
Object's on frame in myPersons:	3
+Object's ¹: 0
 Coordinate: [82 x 164 from (194, 226)]
+Object's ¹: 1
 Coordinate: [74 x 148 from (517, 55)]
+Object's ¹: 2
 Coordinate: [87 x 174 from (124, 226)]
Frame ¹	353 ----------------------
Object's on frame in myPersons:	4
+Object's ¹: 0
 Coordinate: [82 x 164 from (194, 223)]
+Object's ¹: 1
 Coordinate: [74 x 148 from (516, 54)]
+Object's ¹: 2
 Coordinate: [87 x 174 from (125, 221)]
Frame ¹	354 ----------------------
Object's on frame in myPersons:	4
+Object's ¹: 0
 Coordinate: [82 x 164 from (194, 220)]
+Object's ¹: 1
 Coordinate: [74 x 148 from (515, 53)]
+Object's ¹: 2
 Coordinate: [87 x 174 from (126, 216)]
Frame ¹	355 ----------------------
Object's on frame in myPersons:	3
+Object's ¹: 0
 Coordinate: [82 x 164 from (194, 217)]
+Object's ¹: 1
 Coordinate: [74 x 148 from (514, 52)]
+Object's ¹: 2
 Coordinate: [87 x 174 from (127, 211)]
Frame ¹	356 ----------------------
Object's on frame in myPersons:	4
+Object's ¹: 0
 Coordinate: [82 x 164 from (194, 214)]
+Object's ¹: 1
 Coordinate: [74 x 148 from (513, 51)]
+Object's ¹: 2
 Coordinate: [87 x 174 from (128, 206)]
Frame ¹	357 ----------------------
Object's on frame in myPersons:	4
+Object's ¹: 0
 Coordinate: [90 x 180 from (191, 214)]
+Object's ¹: 1
 Coordinate: [74 x 148 from (512, 50)]
+Object's ¹: 2
 Coordinate: [87 x 174 from (129, 201)]
Frame ¹	358 ----------------------
Object's on frame in myPersons:	3
+Object's ¹: 0
 Coordinate: [90 x 180 from (191, 211)]
+Object's ¹: 1
 Coordinate: [74 x 148 from (511, 49)]
+Object's ¹: 2
 Coordinate: [87 x 174 from (130, 196)]
Frame ¹	359 ----------------------
Object's on frame in myPersons:	4
+Object's ¹: 0
 Coordinate: [90 x 180 from (191, 208)]
+Object's ¹: 1
 Coordinate: [74 x 148 from (510, 48)]
+Object's ¹: 2
 Coordinate: [87 x 174 from (131, 191)]
Frame ¹	360 ----------------------
Object's on frame in myPersons:	4
+Object's ¹: 0
 Coordinate: [90 x 180 from (191, 205)]
+Object's ¹: 1
 Coordinate: [74 x 148 from (509, 47)]
+Object's ¹: 2
 Coordinate: [87 x 174 from (132, 186)]
Frame ¹	361 ----------------------
Object's on frame in myPersons:	4
+Object's ¹: 0
 Coordinate: [90 x 180 from (191, 202)]
+Object's ¹: 1
 Coordinate: [74 x 148 from (508, 46)]
+Object's ¹: 2
 Coordinate: [87 x 174 from (133, 181)]
Frame ¹	362 ----------------------
Object's on frame in myPersons:	3
+Object's ¹: 0
 Coordinate: [90 x 180 from (191, 199)]
+Object's ¹: 1
 Coordinate: [74 x 148 from (507, 45)]
Frame ¹	363 ----------------------
Object's on frame in myPersons:	3
+Object's ¹: 0
 Coordinate: [90 x 180 from (191, 196)]
+Object's ¹: 1
 Coordinate: [74 x 148 from (506, 44)]
Frame ¹	364 ----------------------
Object's on frame in myPersons:	3
+Object's ¹: 0
 Coordinate: [90 x 180 from (191, 193)]
+Object's ¹: 1
 Coordinate: [74 x 148 from (505, 43)]
Frame ¹	365 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [90 x 180 from (191, 190)]
Frame ¹	366 ----------------------
Object's on frame in myPersons:	1
+Object's ¹: 0
 Coordinate: [90 x 180 from (191, 187)]
Frame ¹	367 ----------------------
Object's on frame in myPersons:	1
+Object's ¹: 0
 Coordinate: [87 x 174 from (192, 192)]
Frame ¹	368 ----------------------
Object's on frame in myPersons:	1
+Object's ¹: 0
 Coordinate: [87 x 174 from (192, 189)]
Frame ¹	369 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [87 x 174 from (192, 186)]
Frame ¹	370 ----------------------
Object's on frame in myPersons:	1
+Object's ¹: 0
 Coordinate: [87 x 174 from (192, 183)]
Frame ¹	371 ----------------------
Object's on frame in myPersons:	1
+Object's ¹: 0
 Coordinate: [86 x 172 from (193, 182)]
Frame ¹	372 ----------------------
Object's on frame in myPersons:	1
+Object's ¹: 0
 Coordinate: [86 x 172 from (193, 179)]
Frame ¹	373 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [86 x 172 from (193, 176)]
Frame ¹	374 ----------------------
Object's on frame in myPersons:	1
+Object's ¹: 0
 Coordinate: [86 x 172 from (193, 173)]
Frame ¹	375 ----------------------
Object's on frame in myPersons:	1
+Object's ¹: 0
 Coordinate: [86 x 172 from (193, 170)]
Frame ¹	376 ----------------------
Object's on frame in myPersons:	1
+Object's ¹: 0
 Coordinate: [86 x 172 from (193, 167)]
Frame ¹	377 ----------------------
Object's on frame in myPersons:	1
+Object's ¹: 0
 Coordinate: [86 x 172 from (193, 164)]
Frame ¹	378 ----------------------
Object's on frame in myPersons:	1
+Object's ¹: 0
 Coordinate: [86 x 172 from (193, 161)]
Frame ¹	379 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [86 x 172 from (193, 158)]
Frame ¹	380 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [86 x 172 from (193, 155)]
Frame ¹	381 ----------------------
Object's on frame in myPersons:	1
+Object's ¹: 0
 Coordinate: [86 x 172 from (193, 152)]
Frame ¹	382 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [86 x 172 from (193, 149)]
Frame ¹	383 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [86 x 172 from (193, 146)]
Frame ¹	384 ----------------------
Object's on frame in myPersons:	1
+Object's ¹: 0
 Coordinate: [78 x 156 from (42, 291)]
Frame ¹	385 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [78 x 156 from (43, 290)]
Frame ¹	386 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [78 x 156 from (44, 289)]
Frame ¹	387 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [78 x 156 from (45, 288)]
+Object's ¹: 1
 Coordinate: [88 x 176 from (2, 235)]
Frame ¹	388 ----------------------
Object's on frame in myPersons:	4
+Object's ¹: 0
 Coordinate: [78 x 156 from (46, 287)]
+Object's ¹: 1
 Coordinate: [85 x 170 from (2, 243)]
Frame ¹	389 ----------------------
Object's on frame in myPersons:	4
+Object's ¹: 0
 Coordinate: [78 x 156 from (47, 286)]
+Object's ¹: 1
 Coordinate: [85 x 169 from (1, 244)]
Frame ¹	390 ----------------------
Object's on frame in myPersons:	3
+Object's ¹: 0
 Coordinate: [78 x 156 from (34, 290)]
+Object's ¹: 1
 Coordinate: [82 x 164 from (3, 250)]
+Object's ¹: 2
 Coordinate: [85 x 170 from (561, 182)]
Frame ¹	391 ----------------------
Object's on frame in myPersons:	3
+Object's ¹: 0
 Coordinate: [81 x 162 from (34, 288)]
+Object's ¹: 1
 Coordinate: [82 x 163 from (5, 250)]
+Object's ¹: 2
 Coordinate: [81 x 162 from (562, 188)]
Frame ¹	392 ----------------------
Object's on frame in myPersons:	3
+Object's ¹: 0
 Coordinate: [81 x 162 from (33, 287)]
+Object's ¹: 1
 Coordinate: [80 x 160 from (6, 254)]
+Object's ¹: 2
 Coordinate: [83 x 166 from (562, 187)]
Frame ¹	393 ----------------------
Object's on frame in myPersons:	4
+Object's ¹: 0
 Coordinate: [81 x 162 from (32, 286)]
+Object's ¹: 1
 Coordinate: [83 x 166 from (1, 252)]
+Object's ¹: 2
 Coordinate: [89 x 177 from (564, 182)]
Frame ¹	394 ----------------------
Object's on frame in myPersons:	4
+Object's ¹: 0
 Coordinate: [81 x 162 from (31, 285)]
+Object's ¹: 1
 Coordinate: [83 x 166 from (0, 254)]
+Object's ¹: 2
 Coordinate: [83 x 167 from (568, 189)]
Frame ¹	395 ----------------------
Object's on frame in myPersons:	4
+Object's ¹: 0
 Coordinate: [81 x 162 from (30, 284)]
+Object's ¹: 1
 Coordinate: [82 x 164 from (-2, 258)]
+Object's ¹: 2
 Coordinate: [83 x 167 from (570, 190)]
+Object's ¹: 3
 Coordinate: [74 x 149 from (196, 138)]
Frame ¹	396 ----------------------
Object's on frame in myPersons:	4
+Object's ¹: 0
 Coordinate: [81 x 162 from (29, 283)]
+Object's ¹: 1
 Coordinate: [86 x 172 from (-4, 264)]
+Object's ¹: 2
 Coordinate: [83 x 167 from (572, 191)]
+Object's ¹: 3
 Coordinate: [74 x 149 from (195, 138)]
Frame ¹	397 ----------------------
Object's on frame in myPersons:	4
+Object's ¹: 0
 Coordinate: [81 x 162 from (28, 282)]
+Object's ¹: 1
 Coordinate: [89 x 178 from (-12, 267)]
+Object's ¹: 2
 Coordinate: [83 x 167 from (574, 192)]
+Object's ¹: 3
 Coordinate: [70 x 139 from (196, 133)]
Frame ¹	398 ----------------------
Object's on frame in myPersons:	4
+Object's ¹: 0
 Coordinate: [81 x 162 from (27, 281)]
+Object's ¹: 1
 Coordinate: [89 x 178 from (-8, 270)]
+Object's ¹: 2
 Coordinate: [83 x 167 from (576, 193)]
+Object's ¹: 3
 Coordinate: [69 x 138 from (198, 133)]
Frame ¹	399 ----------------------
Object's on frame in myPersons:	4
+Object's ¹: 0
 Coordinate: [81 x 162 from (26, 280)]
+Object's ¹: 1
 Coordinate: [89 x 177 from (-4, 273)]
+Object's ¹: 2
 Coordinate: [83 x 167 from (578, 194)]
+Object's ¹: 3
 Coordinate: [74 x 148 from (194, 129)]
Frame ¹	400 ----------------------
Object's on frame in myPersons:	4
+Object's ¹: 0
 Coordinate: [81 x 162 from (25, 279)]
+Object's ¹: 1
 Coordinate: [83 x 167 from (-4, 283)]
+Object's ¹: 2
 Coordinate: [83 x 167 from (580, 195)]
+Object's ¹: 3
 Coordinate: [71 x 142 from (196, 126)]
Frame ¹	401 ----------------------
Object's on frame in myPersons:	4
+Object's ¹: 0
 Coordinate: [81 x 162 from (24, 278)]
+Object's ¹: 1
 Coordinate: [80 x 159 from (-3, 288)]
+Object's ¹: 2
 Coordinate: [83 x 167 from (582, 196)]
+Object's ¹: 3
 Coordinate: [69 x 137 from (197, 125)]
Frame ¹	402 ----------------------
Object's on frame in myPersons:	4
+Object's ¹: 0
 Coordinate: [81 x 162 from (23, 277)]
+Object's ¹: 1
 Coordinate: [81 x 161 from (-7, 288)]
+Object's ¹: 2
 Coordinate: [83 x 167 from (584, 197)]
+Object's ¹: 3
 Coordinate: [69 x 137 from (197, 125)]
Frame ¹	403 ----------------------
Object's on frame in myPersons:	4
+Object's ¹: 0
 Coordinate: [81 x 162 from (22, 276)]
+Object's ¹: 1
 Coordinate: [81 x 161 from (-8, 291)]
+Object's ¹: 2
 Coordinate: [83 x 167 from (586, 198)]
+Object's ¹: 3
 Coordinate: [70 x 139 from (196, 124)]
Frame ¹	404 ----------------------
Object's on frame in myPersons:	3
+Object's ¹: 0
 Coordinate: [81 x 161 from (-9, 294)]
+Object's ¹: 1
 Coordinate: [83 x 167 from (588, 199)]
+Object's ¹: 2
 Coordinate: [72 x 143 from (194, 119)]
Frame ¹	405 ----------------------
Object's on frame in myPersons:	3
+Object's ¹: 0
 Coordinate: [81 x 161 from (-10, 297)]
+Object's ¹: 1
 Coordinate: [83 x 167 from (590, 200)]
+Object's ¹: 2
 Coordinate: [72 x 143 from (193, 117)]
Frame ¹	406 ----------------------
Object's on frame in myPersons:	3
+Object's ¹: 0
 Coordinate: [81 x 161 from (-11, 300)]
+Object's ¹: 1
 Coordinate: [83 x 167 from (592, 201)]
+Object's ¹: 2
 Coordinate: [71 x 141 from (194, 115)]
Frame ¹	407 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [81 x 161 from (-12, 303)]
+Object's ¹: 1
 Coordinate: [71 x 141 from (194, 115)]
Frame ¹	408 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [81 x 161 from (-13, 306)]
+Object's ¹: 1
 Coordinate: [71 x 141 from (194, 115)]
Frame ¹	409 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [81 x 161 from (-14, 309)]
+Object's ¹: 1
 Coordinate: [71 x 141 from (193, 113)]
Frame ¹	410 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [81 x 161 from (-15, 312)]
+Object's ¹: 1
 Coordinate: [71 x 141 from (192, 111)]
Frame ¹	411 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [81 x 161 from (-16, 315)]
+Object's ¹: 1
 Coordinate: [71 x 141 from (191, 109)]
Frame ¹	412 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [81 x 161 from (-17, 318)]
+Object's ¹: 1
 Coordinate: [71 x 141 from (190, 107)]
Frame ¹	413 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [81 x 161 from (-18, 321)]
+Object's ¹: 1
 Coordinate: [71 x 141 from (189, 105)]
Frame ¹	414 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [81 x 161 from (-19, 324)]
+Object's ¹: 1
 Coordinate: [71 x 141 from (188, 103)]
Frame ¹	415 ----------------------
Object's on frame in myPersons:	1
+Object's ¹: 0
 Coordinate: [67 x 134 from (190, 101)]
Frame ¹	416 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [66 x 132 from (190, 99)]
Frame ¹	417 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [66 x 132 from (189, 97)]
Frame ¹	418 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [66 x 132 from (188, 95)]
+Object's ¹: 1
 Coordinate: [95 x 189 from (79, 201)]
Frame ¹	419 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [66 x 132 from (187, 93)]
+Object's ¹: 1
 Coordinate: [95 x 189 from (77, 201)]
Frame ¹	420 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [66 x 132 from (186, 91)]
+Object's ¹: 1
 Coordinate: [89 x 177 from (80, 203)]
Frame ¹	421 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [66 x 132 from (185, 89)]
+Object's ¹: 1
 Coordinate: [89 x 177 from (81, 201)]
Frame ¹	422 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [66 x 132 from (184, 87)]
+Object's ¹: 1
 Coordinate: [89 x 177 from (82, 199)]
Frame ¹	423 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [66 x 132 from (183, 85)]
+Object's ¹: 1
 Coordinate: [90 x 179 from (83, 193)]
Frame ¹	424 ----------------------
Object's on frame in myPersons:	3
+Object's ¹: 0
 Coordinate: [66 x 132 from (182, 83)]
+Object's ¹: 1
 Coordinate: [76 x 152 from (89, 201)]
Frame ¹	425 ----------------------
Object's on frame in myPersons:	3
+Object's ¹: 0
 Coordinate: [66 x 132 from (181, 81)]
+Object's ¹: 1
 Coordinate: [76 x 152 from (90, 198)]
Frame ¹	426 ----------------------
Object's on frame in myPersons:	4
+Object's ¹: 0
 Coordinate: [66 x 132 from (180, 79)]
+Object's ¹: 1
 Coordinate: [76 x 152 from (91, 195)]
+Object's ¹: 2
 Coordinate: [83 x 165 from (226, 286)]
Frame ¹	427 ----------------------
Object's on frame in myPersons:	4
+Object's ¹: 0
 Coordinate: [66 x 132 from (179, 77)]
+Object's ¹: 1
 Coordinate: [76 x 152 from (92, 192)]
+Object's ¹: 2
 Coordinate: [86 x 172 from (225, 282)]
Frame ¹	428 ----------------------
Object's on frame in myPersons:	4
+Object's ¹: 0
 Coordinate: [66 x 132 from (178, 75)]
+Object's ¹: 1
 Coordinate: [76 x 152 from (93, 189)]
+Object's ¹: 2
 Coordinate: [86 x 172 from (227, 276)]
+Object's ¹: 3
 Coordinate: [107 x 214 from (443, 66)]
Frame ¹	429 ----------------------
Object's on frame in myPersons:	3
+Object's ¹: 0
 Coordinate: [95 x 189 from (79, 177)]
+Object's ¹: 1
 Coordinate: [92 x 185 from (225, 266)]
+Object's ¹: 2
 Coordinate: [107 x 214 from (443, 66)]
Frame ¹	430 ----------------------
Object's on frame in myPersons:	3
+Object's ¹: 0
 Coordinate: [88 x 176 from (84, 181)]
+Object's ¹: 1
 Coordinate: [90 x 181 from (228, 263)]
+Object's ¹: 2
 Coordinate: [113 x 226 from (439, 58)]
Frame ¹	431 ----------------------
Object's on frame in myPersons:	3
+Object's ¹: 0
 Coordinate: [88 x 176 from (84, 178)]
+Object's ¹: 1
 Coordinate: [85 x 170 from (233, 261)]
+Object's ¹: 2
 Coordinate: [109 x 219 from (437, 63)]
Frame ¹	432 ----------------------
Object's on frame in myPersons:	3
+Object's ¹: 0
 Coordinate: [88 x 176 from (84, 175)]
+Object's ¹: 1
 Coordinate: [81 x 162 from (235, 258)]
+Object's ¹: 2
 Coordinate: [109 x 219 from (437, 62)]
Frame ¹	433 ----------------------
Object's on frame in myPersons:	3
+Object's ¹: 0
 Coordinate: [88 x 176 from (84, 172)]
+Object's ¹: 1
 Coordinate: [85 x 169 from (235, 252)]
+Object's ¹: 2
 Coordinate: [109 x 219 from (437, 61)]
Frame ¹	434 ----------------------
Object's on frame in myPersons:	3
+Object's ¹: 0
 Coordinate: [88 x 176 from (84, 169)]
+Object's ¹: 1
 Coordinate: [85 x 170 from (233, 250)]
+Object's ¹: 2
 Coordinate: [109 x 219 from (437, 60)]
Frame ¹	435 ----------------------
Object's on frame in myPersons:	3
+Object's ¹: 0
 Coordinate: [88 x 176 from (84, 166)]
+Object's ¹: 1
 Coordinate: [86 x 172 from (235, 246)]
+Object's ¹: 2
 Coordinate: [109 x 219 from (437, 59)]
Frame ¹	436 ----------------------
Object's on frame in myPersons:	3
+Object's ¹: 0
 Coordinate: [88 x 176 from (84, 163)]
+Object's ¹: 1
 Coordinate: [91 x 182 from (236, 241)]
+Object's ¹: 2
 Coordinate: [109 x 219 from (437, 58)]
Frame ¹	437 ----------------------
Object's on frame in myPersons:	3
+Object's ¹: 0
 Coordinate: [93 x 187 from (81, 166)]
+Object's ¹: 1
 Coordinate: [92 x 184 from (236, 238)]
+Object's ¹: 2
 Coordinate: [109 x 219 from (437, 57)]
Frame ¹	438 ----------------------
Object's on frame in myPersons:	3
+Object's ¹: 0
 Coordinate: [93 x 187 from (81, 163)]
+Object's ¹: 1
 Coordinate: [89 x 178 from (242, 235)]
+Object's ¹: 2
 Coordinate: [109 x 219 from (437, 56)]
Frame ¹	439 ----------------------
Object's on frame in myPersons:	3
+Object's ¹: 0
 Coordinate: [93 x 187 from (81, 160)]
+Object's ¹: 1
 Coordinate: [90 x 181 from (241, 230)]
+Object's ¹: 2
 Coordinate: [109 x 219 from (437, 55)]
Frame ¹	440 ----------------------
Object's on frame in myPersons:	3
+Object's ¹: 0
 Coordinate: [93 x 187 from (81, 157)]
+Object's ¹: 1
 Coordinate: [95 x 189 from (240, 224)]
+Object's ¹: 2
 Coordinate: [109 x 219 from (437, 54)]
Frame ¹	441 ----------------------
Object's on frame in myPersons:	3
+Object's ¹: 0
 Coordinate: [93 x 187 from (81, 154)]
+Object's ¹: 1
 Coordinate: [95 x 189 from (241, 220)]
+Object's ¹: 2
 Coordinate: [123 x 246 from (433, 45)]
Frame ¹	442 ----------------------
Object's on frame in myPersons:	3
+Object's ¹: 0
 Coordinate: [93 x 187 from (81, 151)]
+Object's ¹: 1
 Coordinate: [75 x 149 from (256, 227)]
+Object's ¹: 2
 Coordinate: [123 x 246 from (432, 44)]
Frame ¹	443 ----------------------
Object's on frame in myPersons:	3
+Object's ¹: 0
 Coordinate: [93 x 187 from (81, 148)]
+Object's ¹: 1
 Coordinate: [79 x 158 from (256, 220)]
+Object's ¹: 2
 Coordinate: [123 x 246 from (431, 43)]
Frame ¹	444 ----------------------
Object's on frame in myPersons:	3
+Object's ¹: 0
 Coordinate: [93 x 187 from (81, 145)]
+Object's ¹: 1
 Coordinate: [78 x 156 from (260, 217)]
+Object's ¹: 2
 Coordinate: [123 x 246 from (430, 42)]
Frame ¹	445 ----------------------
Object's on frame in myPersons:	3
+Object's ¹: 0
 Coordinate: [93 x 187 from (81, 142)]
+Object's ¹: 1
 Coordinate: [80 x 160 from (259, 212)]
+Object's ¹: 2
 Coordinate: [123 x 246 from (429, 41)]
Frame ¹	446 ----------------------
Object's on frame in myPersons:	3
+Object's ¹: 0
 Coordinate: [93 x 187 from (81, 139)]
+Object's ¹: 1
 Coordinate: [84 x 167 from (258, 208)]
+Object's ¹: 2
 Coordinate: [123 x 246 from (428, 40)]
Frame ¹	447 ----------------------
Object's on frame in myPersons:	3
+Object's ¹: 0
 Coordinate: [93 x 187 from (81, 136)]
+Object's ¹: 1
 Coordinate: [86 x 172 from (258, 204)]
+Object's ¹: 2
 Coordinate: [123 x 246 from (427, 39)]
Frame ¹	448 ----------------------
Object's on frame in myPersons:	3
+Object's ¹: 0
 Coordinate: [93 x 187 from (81, 133)]
+Object's ¹: 1
 Coordinate: [86 x 173 from (260, 202)]
+Object's ¹: 2
 Coordinate: [123 x 246 from (426, 38)]
Frame ¹	449 ----------------------
Object's on frame in myPersons:	3
+Object's ¹: 0
 Coordinate: [93 x 187 from (81, 130)]
+Object's ¹: 1
 Coordinate: [89 x 178 from (258, 196)]
+Object's ¹: 2
 Coordinate: [123 x 246 from (425, 37)]
Frame ¹	450 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [87 x 173 from (261, 194)]
+Object's ¹: 1
 Coordinate: [123 x 246 from (424, 36)]
Frame ¹	451 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [87 x 173 from (261, 190)]
+Object's ¹: 1
 Coordinate: [123 x 246 from (423, 35)]
Frame ¹	452 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [85 x 169 from (265, 190)]
+Object's ¹: 1
 Coordinate: [123 x 246 from (422, 34)]
Frame ¹	453 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [85 x 169 from (267, 185)]
+Object's ¹: 1
 Coordinate: [123 x 246 from (421, 33)]
Frame ¹	454 ----------------------
Object's on frame in myPersons:	1
+Object's ¹: 0
 Coordinate: [80 x 159 from (269, 184)]
Frame ¹	455 ----------------------
Object's on frame in myPersons:	1
+Object's ¹: 0
 Coordinate: [76 x 151 from (272, 184)]
Frame ¹	456 ----------------------
Object's on frame in myPersons:	1
+Object's ¹: 0
 Coordinate: [77 x 154 from (273, 177)]
Frame ¹	457 ----------------------
Object's on frame in myPersons:	1
+Object's ¹: 0
 Coordinate: [78 x 156 from (272, 174)]
Frame ¹	458 ----------------------
Object's on frame in myPersons:	1
+Object's ¹: 0
 Coordinate: [80 x 160 from (274, 174)]
Frame ¹	459 ----------------------
Object's on frame in myPersons:	1
+Object's ¹: 0
 Coordinate: [82 x 164 from (273, 169)]
Frame ¹	460 ----------------------
Object's on frame in myPersons:	1
+Object's ¹: 0
 Coordinate: [86 x 172 from (273, 161)]
Frame ¹	461 ----------------------
Object's on frame in myPersons:	1
+Object's ¹: 0
 Coordinate: [84 x 167 from (277, 162)]
Frame ¹	462 ----------------------
Object's on frame in myPersons:	1
+Object's ¹: 0
 Coordinate: [80 x 160 from (279, 162)]
Frame ¹	463 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [80 x 160 from (280, 158)]
Frame ¹	464 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [74 x 148 from (284, 156)]
Frame ¹	465 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [81 x 161 from (282, 153)]
+Object's ¹: 1
 Coordinate: [76 x 152 from (103, 132)]
Frame ¹	466 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [74 x 148 from (289, 152)]
+Object's ¹: 1
 Coordinate: [71 x 141 from (106, 132)]
Frame ¹	467 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [75 x 150 from (288, 147)]
+Object's ¹: 1
 Coordinate: [71 x 141 from (106, 131)]
Frame ¹	468 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [78 x 155 from (288, 145)]
+Object's ¹: 1
 Coordinate: [71 x 141 from (106, 130)]
Frame ¹	469 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [74 x 147 from (291, 145)]
+Object's ¹: 1
 Coordinate: [71 x 141 from (106, 129)]
Frame ¹	470 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [76 x 151 from (290, 140)]
+Object's ¹: 1
 Coordinate: [71 x 141 from (106, 128)]
Frame ¹	471 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [74 x 149 from (291, 138)]
+Object's ¹: 1
 Coordinate: [71 x 141 from (106, 127)]
Frame ¹	472 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [78 x 156 from (290, 135)]
+Object's ¹: 1
 Coordinate: [71 x 141 from (106, 126)]
Frame ¹	473 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [80 x 159 from (290, 131)]
+Object's ¹: 1
 Coordinate: [71 x 141 from (106, 125)]
Frame ¹	474 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [82 x 164 from (288, 128)]
+Object's ¹: 1
 Coordinate: [71 x 141 from (106, 124)]
Frame ¹	475 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [81 x 161 from (290, 127)]
+Object's ¹: 1
 Coordinate: [71 x 141 from (106, 123)]
Frame ¹	476 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [76 x 152 from (293, 125)]
+Object's ¹: 1
 Coordinate: [71 x 141 from (106, 122)]
Frame ¹	477 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [76 x 152 from (294, 122)]
+Object's ¹: 1
 Coordinate: [71 x 141 from (106, 121)]
Frame ¹	478 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [74 x 148 from (297, 120)]
+Object's ¹: 1
 Coordinate: [71 x 141 from (106, 120)]
Frame ¹	479 ----------------------
Object's on frame in myPersons:	1
+Object's ¹: 0
 Coordinate: [74 x 148 from (297, 116)]
Frame ¹	480 ----------------------
Object's on frame in myPersons:	1
+Object's ¹: 0
 Coordinate: [74 x 148 from (298, 114)]
Frame ¹	481 ----------------------
Object's on frame in myPersons:	1
+Object's ¹: 0
 Coordinate: [75 x 149 from (297, 113)]
Frame ¹	482 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [72 x 144 from (297, 110)]
Frame ¹	483 ----------------------
Object's on frame in myPersons:	1
+Object's ¹: 0
 Coordinate: [73 x 146 from (300, 108)]
Frame ¹	484 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [72 x 144 from (301, 107)]
Frame ¹	485 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [72 x 144 from (302, 103)]
Frame ¹	486 ----------------------
Object's on frame in myPersons:	1
+Object's ¹: 0
 Coordinate: [72 x 144 from (303, 99)]
Frame ¹	487 ----------------------
Object's on frame in myPersons:	1
+Object's ¹: 0
 Coordinate: [72 x 144 from (304, 95)]
Frame ¹	488 ----------------------
Object's on frame in myPersons:	1
+Object's ¹: 0
